Nominal Confidence (%),Empirical Coverage (%),Calibrated Quantile (q_val),Average Interval Width
80.0,81.21899801587301,8.00838839232517,16.01677678465034
90.0,90.19097222222221,10.32907117116477,20.65814234232954
95.0,94.57465277777779,12.403388058752608,24.806776117505215
